ds,y,yhat,method,train_test,algorithm,DataProcessing
2017-03-08 06:00:00,15043.90244,14034.894480203307,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 07:00:00,17392.68293,15553.296998779218,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 08:00:00,19562.19512,17575.176001507836,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 09:00:00,21358.53659,19827.524143664188,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 10:00:00,21237.80488,21229.329315575185,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 11:00:00,19891.46341,21343.24688511691,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 12:00:00,19858.53659,21158.114117454224,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 13:00:00,19595.12195,21056.128249266047,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 14:00:00,19434.14634,20661.066355976676,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 15:00:00,18793.90244,20101.01442802491,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 16:00:00,18643.90244,19218.234608680494,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 17:00:00,26312.19512,20159.009611240595,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 18:00:00,26743.90244,26261.58088064107,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 19:00:00,24073.17073,26293.378917357906,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 20:00:00,23579.26829,22998.56374987555,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 21:00:00,22167.073169999996,21540.660028800707,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 22:00:00,21610.97561,20293.34917935928,Zone2,train,CatBoost,MaxAbsScaler
2017-03-08 23:00:00,17857.31707,19052.66352482148,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 00:00:00,15409.7561,16997.74813295584,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 01:00:00,14308.53659,15213.715494527716,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 02:00:00,13565.85366,14403.93268027323,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 03:00:00,13723.17073,13719.428946792395,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 04:00:00,14429.26829,13885.453968248034,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 05:00:00,13939.02439,14965.887916604977,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 06:00:00,15252.43902,14156.996618904928,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 07:00:00,17586.58537,15672.224570375183,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 08:00:00,19313.41463,18988.83397316897,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 09:00:00,20440.2439,19215.935187400475,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 10:00:00,20992.68293,20408.872809523582,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 11:00:00,23473.17073,20413.608423220176,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 12:00:00,23721.951220000003,22760.27893426439,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 13:00:00,21384.14634,23199.06039553216,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 14:00:00,21556.09756,21440.19357789394,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 15:00:00,20586.58537,21795.99540618449,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 16:00:00,21731.70732,21370.61552029303,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 17:00:00,28514.634150000005,22599.884018828652,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 18:00:00,28851.21951,28099.737477267347,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 19:00:00,28741.463410000004,28411.66670157026,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 20:00:00,28178.04878,28046.350024123647,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 21:00:00,24570.73171,25473.9372964534,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 22:00:00,21519.5122,21488.656908089844,Zone2,train,CatBoost,MaxAbsScaler
2017-03-09 23:00:00,18113.41463,19056.034381487927,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 00:00:00,15903.65854,16829.132593808023,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 01:00:00,13993.90244,14975.765154274359,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 02:00:00,13631.70732,13598.766634073265,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 03:00:00,13660.97561,13691.896870523331,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 04:00:00,14787.80488,14068.294940114443,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 05:00:00,14129.26829,15223.183049963607,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 06:00:00,14908.53659,14793.963965877412,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 07:00:00,17367.07317,15644.194258860636,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 08:00:00,20667.07317,18746.113740172095,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 09:00:00,22039.02439,20897.34492603207,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 10:00:00,22262.19512,21778.868570049315,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 11:00:00,21559.756099999995,20942.66125840337,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 12:00:00,20992.68293,20909.34132817275,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 13:00:00,20831.70732,21612.688111724565,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 14:00:00,20626.82927,21420.771234444124,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 15:00:00,20242.68293,21135.558867621792,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 16:00:00,19386.58537,20709.785584681176,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 17:00:00,25854.87805,20872.41905162596,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 18:00:00,26330.4878,25777.922047522392,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 19:00:00,25924.39024,26311.087617106994,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 20:00:00,24910.97561,25231.081291238595,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 21:00:00,23228.04878,24206.13960847757,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 22:00:00,20809.756100000002,22877.99990217665,Zone2,train,CatBoost,MaxAbsScaler
2017-03-10 23:00:00,17465.85366,20647.8126791245,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 00:00:00,15168.29268,17289.227015274933,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 01:00:00,13514.63415,15132.68197739079,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 02:00:00,12673.17073,13802.10331905889,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 03:00:00,12651.21951,13227.005131321184,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 04:00:00,13540.2439,13105.344388819403,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 05:00:00,12435.36585,13275.775075456206,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 06:00:00,12457.31707,13222.367891242546,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 07:00:00,15197.56098,14070.569190916422,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 08:00:00,18175.60976,16544.131867794807,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 09:00:00,20096.34146,17988.962111594377,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 10:00:00,20707.31707,20478.313500250046,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 11:00:00,20956.09756,20438.21059768018,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 12:00:00,20996.34146,21114.445439013158,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 13:00:00,20206.09756,20996.37788998845,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 14:00:00,19832.92683,20449.162203422973,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 15:00:00,19328.04878,19818.05005061404,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 16:00:00,18475.60976,19430.72542047704,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 17:00:00,24270.73171,19262.569098676133,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 18:00:00,24354.87805,22866.886527747465,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 19:00:00,24479.26829,23293.612849734236,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 20:00:00,24113.41463,23247.363067951774,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 21:00:00,23151.21951,23079.265582084114,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 22:00:00,21285.365850000002,22096.796025194002,Zone2,train,CatBoost,MaxAbsScaler
2017-03-11 23:00:00,18647.56098,20107.9107789517,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 00:00:00,15691.46341,17979.064058936114,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 01:00:00,14187.80488,15627.84684501746,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 02:00:00,13295.12195,14399.114521588428,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 03:00:00,13130.4878,13940.103611124221,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 04:00:00,13917.07317,13644.66783633476,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 05:00:00,12709.7561,13890.461543030664,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 06:00:00,11114.63415,13175.058176031709,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 07:00:00,12826.82927,12322.29275051494,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 08:00:00,15482.92683,13670.335545454043,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 09:00:00,17414.63415,15357.474577564264,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 10:00:00,18113.41463,18068.960610444843,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 11:00:00,18453.65854,18701.572174770256,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 12:00:00,18259.7561,19325.639904630258,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 13:00:00,17882.92683,18494.02037936199,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 14:00:00,17348.78049,18234.180561738405,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 15:00:00,17239.02439,18197.47166101833,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 16:00:00,16950.0,18069.682425130803,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 17:00:00,23528.048780000005,19525.069668523298,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 18:00:00,24018.29268,23483.81525132992,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 19:00:00,24160.97561,23647.642717744235,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 20:00:00,23868.29268,23538.99373024985,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 21:00:00,23495.12195,23097.09152697923,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 22:00:00,20897.56098,22264.083362351896,Zone2,train,CatBoost,MaxAbsScaler
2017-03-12 23:00:00,17045.12195,19712.37853550605,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 00:00:00,15131.70732,17032.177446020123,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 01:00:00,13935.36585,15437.502985110013,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 02:00:00,13320.73171,14201.502612434855,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 03:00:00,13591.46341,14231.549099195727,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 04:00:00,14260.97561,14257.237713037941,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 05:00:00,13313.41463,14659.11981381487,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 06:00:00,14747.56098,14324.725278372682,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 07:00:00,16510.97561,15563.938437006735,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 08:00:00,18515.85366,16977.28658391968,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 09:00:00,19862.195119999997,18380.385030919497,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 10:00:00,21131.70732,20170.430359528193,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 11:00:00,21658.53659,21026.35483984048,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 12:00:00,21106.09756,21271.981217644985,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 13:00:00,20945.12195,20863.81135365775,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 14:00:00,21164.63415,21613.502134868148,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 15:00:00,20663.414629999996,21739.07656710601,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 16:00:00,20732.92683,21473.35929508575,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 17:00:00,25854.87805,21977.082979444025,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 18:00:00,26235.36585,25575.300439642175,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 19:00:00,25906.09756,26110.628402559774,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 20:00:00,25181.70732,25588.97651690978,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 21:00:00,23513.41463,24218.653360761986,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 22:00:00,20480.4878,22220.392667787564,Zone2,train,CatBoost,MaxAbsScaler
2017-03-13 23:00:00,17301.21951,20069.023910274038,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 00:00:00,15201.21951,17402.984429565495,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 01:00:00,13964.63415,15347.216420726108,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 02:00:00,13730.4878,14050.20316905985,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 03:00:00,14151.219510000003,13875.58287093513,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 04:00:00,14926.82927,14560.997086983914,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 05:00:00,13920.731710000002,15161.579748517546,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 06:00:00,15010.97561,14353.378097632054,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 07:00:00,17250.0,15547.009307524188,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 08:00:00,18929.26829,18184.155418057053,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 09:00:00,20246.34146,18779.91834115219,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 10:00:00,21102.43902,20492.743876869845,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 11:00:00,21292.68293,21171.9711337385,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 12:00:00,21003.65854,21455.599335168285,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 13:00:00,20378.04878,21426.891949123634,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 14:00:00,20528.04878,21339.80510199681,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 15:00:00,20151.21951,21731.43519067315,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 16:00:00,22064.63415,21926.038240854774,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 17:00:00,26952.43902,22297.428552315985,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 18:00:00,26784.14634,27128.083033640916,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 19:00:00,26476.82927,26866.73963378752,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 20:00:00,25843.90244,25998.384203452337,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 21:00:00,23465.85366,25167.036375354106,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 22:00:00,20773.17073,22185.48550623283,Zone2,train,CatBoost,MaxAbsScaler
2017-03-14 23:00:00,17359.7561,20278.22507774504,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 00:00:00,14912.19512,17791.97240939516,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 01:00:00,13873.17073,15297.550440309207,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 02:00:00,13324.39024,14037.447912391997,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 03:00:00,13767.07317,13690.274170377066,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 04:00:00,14747.56098,14184.92931289198,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 05:00:00,13558.53659,15500.996421224485,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 06:00:00,15636.585369999999,14765.808639725436,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 07:00:00,17509.7561,16738.545844712502,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 08:00:00,19595.12195,19527.35272872469,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 09:00:00,19068.29268,19714.874138373118,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 10:00:00,21665.85366,19127.028194532588,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 11:00:00,22521.95122,21703.318635536245,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 12:00:00,22968.292680000002,22698.877879258667,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 13:00:00,22481.707320000005,23336.451539882426,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 14:00:00,22521.95122,22927.02431404106,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 15:00:00,21870.73171,23024.486157001695,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 16:00:00,21563.41463,22615.88536509326,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 17:00:00,26498.78049,22755.784189272952,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 18:00:00,26462.19512,26747.566696859514,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 19:00:00,26096.34146,26617.86612970812,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 20:00:00,25653.65854,26033.84666428695,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 21:00:00,23963.41463,24790.728695537644,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 22:00:00,20626.82927,22371.817157567646,Zone2,train,CatBoost,MaxAbsScaler
2017-03-15 23:00:00,17367.07317,20755.98758076981,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 00:00:00,15347.56098,16949.56995705669,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 01:00:00,14103.65854,15009.698985269402,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 02:00:00,13558.53659,14550.63901404632,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 03:00:00,13840.2439,13592.272666780831,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 04:00:00,14524.39024,13795.366210489365,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 05:00:00,13415.85366,14746.885722656365,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 06:00:00,15274.39024,14104.700611707516,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 07:00:00,17418.29268,15732.28013856936,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 08:00:00,18080.4878,18673.4795098406,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 09:00:00,20740.2439,18079.791086535173,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 10:00:00,21885.36585,20870.421251654243,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 11:00:00,23030.4878,21736.522125482403,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 12:00:00,23015.85366,23112.40559124183,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 13:00:00,22591.46341,22873.981070739308,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 14:00:00,22785.36585,22295.994922167865,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 15:00:00,22309.7561,23035.83881487651,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 16:00:00,22123.17073,21577.651372653054,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 17:00:00,26495.12195,21889.416805036442,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 18:00:00,26484.14634,26277.030620622576,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 19:00:00,26286.585369999997,25309.302885080702,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 20:00:00,25884.14634,25779.183952798525,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 21:00:00,23780.4878,25111.480312042913,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 22:00:00,20886.58537,22054.74848693458,Zone2,train,CatBoost,MaxAbsScaler
2017-03-16 23:00:00,17890.2439,19893.43758373997,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 00:00:00,15504.878049999998,17343.34891195853,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 01:00:00,14019.5122,15001.7325864565,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 02:00:00,13467.07317,14268.422600839745,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 03:00:00,13675.60976,13957.032976570095,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 04:00:00,14250.0,14272.146948523105,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 05:00:00,13086.585369999999,13722.396244684232,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 06:00:00,15043.90244,13439.889883037866,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 07:00:00,16906.09756,15052.77986741436,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 08:00:00,18910.97561,17096.10793879425,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 09:00:00,21768.29268,18362.26482177071,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 10:00:00,23067.07317,21302.903528287043,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 11:00:00,22957.31707,22717.7673156535,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 12:00:00,21728.048780000005,22937.55315597848,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 13:00:00,21768.29268,21956.561863806193,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 14:00:00,19993.902439999998,21542.528471276815,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 15:00:00,19518.29268,20654.469012136713,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 16:00:00,18450.0,19804.47542686535,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 17:00:00,23524.390239999997,19243.99493567735,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 18:00:00,23809.7561,23186.23887734662,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 19:00:00,23634.14634,23239.596401351177,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 20:00:00,23059.7561,22504.529263256147,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 21:00:00,21230.4878,22021.32701738827,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 22:00:00,19115.85366,19635.48523047972,Zone2,train,CatBoost,MaxAbsScaler
2017-03-17 23:00:00,16302.43902,17285.409547056126,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 00:00:00,15076.82927,16020.231253679714,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 01:00:00,13273.17073,14424.243040801897,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 02:00:00,12662.195120000002,13529.522193013281,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 03:00:00,12837.80488,13555.572866610597,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 04:00:00,13500.0,13954.712885141498,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 05:00:00,11751.21951,13449.804372587616,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 06:00:00,12475.60976,12554.983338727336,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 07:00:00,15300.0,13607.189606235228,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 08:00:00,17978.04878,15899.233268222419,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 09:00:00,19602.439019999998,17666.542319469747,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 10:00:00,20689.02439,19821.021284610077,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 11:00:00,20743.90244,20177.261758684937,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 12:00:00,20517.07317,20712.09130911286,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 13:00:00,20034.14634,20418.83036614596,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 14:00:00,19569.512200000005,19988.277385823585,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 15:00:00,18932.926830000004,19471.073905195502,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 16:00:00,17956.09756,18524.60921597678,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 17:00:00,23637.80488,19012.376500809023,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 18:00:00,24080.487800000003,22131.234014633475,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 19:00:00,23959.7561,22384.80308532714,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 20:00:00,23835.365850000002,22852.391522296602,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 21:00:00,23147.56098,22607.32489077865,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 22:00:00,21040.243899999998,21546.478474108197,Zone2,train,CatBoost,MaxAbsScaler
2017-03-18 23:00:00,17963.41463,18599.524545372376,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 00:00:00,15596.34146,17346.65424643732,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 01:00:00,13719.5122,15067.948006440494,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 02:00:00,13210.97561,13594.913982898695,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 03:00:00,12881.70732,13610.820351811602,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 04:00:00,13148.78049,13540.176341520602,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 05:00:00,11198.78049,13171.795576168615,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 06:00:00,10763.41463,11444.678968804463,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 07:00:00,12230.4878,12154.17950452193,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 08:00:00,13478.048779999997,13395.305618174767,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 09:00:00,15109.7561,14065.23318190679,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 10:00:00,17220.73171,14839.714520820577,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 11:00:00,17875.60976,17204.998418864725,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 12:00:00,18208.53659,17424.32614297493,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 13:00:00,17751.21951,17803.326263424005,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 14:00:00,17473.17073,17571.221350092757,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 15:00:00,16858.53659,17595.858826522574,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 16:00:00,16463.41463,16811.627215349243,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 17:00:00,22339.02439,17677.601733677944,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 18:00:00,23553.65854,21970.189385059388,Zone2,train,CatBoost,MaxAbsScaler
2017-03-19 19:00:00,24043.90244,22459.063698897022,Zone2,train,CatBoost,MaxAbsScaler
